"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY","J MICROBIOL BIOTECHN","KOREAN SOC MICROBIOLOGY & BIOTECHNOLOGY","1017-7825","1738-8872","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,215","3.1","Q2","0.64","1.1"%,
"FOLIA MICROBIOLOGICA","FOLIA MICROBIOL","SPRINGER","0015-5632","1874-9356","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,247","3.1","Q2","0.54","11.3"%,
"Tumori Journal","TUMORI J","SAGE PUBLICATIONS LTD","0300-8916","2038-2529","ONCOLOGY","SCIE","2,128","3.1","Q2","0.41","21.74"%,
"npj Science of Learning","NPJ SCI LEARN","NATURE PORTFOLIO","N/A","2056-7936","NEUROSCIENCES","SCIE","1,034","3","Q2","1.22","100"%,
"Neurosurgical Focus","NEUROSURG FOCUS","AMER ASSOC NEUROLOGICAL SURGEONS","1092-0684","1092-0684","CLINICAL NEUROLOGY","SCIE","10,180","3","Q2","1.21","91.93"%,
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","SPRINGER","0941-4355","1433-7339","ONCOLOGY","SCIE","23,978","3","Q2","0.99","32.93"%,
"JOURNAL OF COGNITIVE NEUROSCIENCE","J COGNITIVE NEUROSCI","MIT PRESS","0898-929X","1530-8898","NEUROSCIENCES","SCIE","14,327","3","Q2","0.98","18.12"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","OXFORD UNIV PRESS INC","0022-3069","1554-6578","CLINICAL NEUROLOGY","SCIE","8,952","3","Q2","0.95","31.38"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","OXFORD UNIV PRESS INC","0022-3069","1554-6578","NEUROSCIENCES","SCIE","8,952","3","Q2","0.95","31.38"%,
"Global Spine Journal","GLOB SPINE J","SAGE PUBLICATIONS LTD","2192-5682","2192-5690","CLINICAL NEUROLOGY","SCIE","6,111","3","Q2","0.91","98.13"%,
"NEUROPSYCHOLOGY","NEUROPSYCHOLOGY","AMER PSYCHOLOGICAL ASSOC","0894-4105","1931-1559","NEUROSCIENCES","SCIE","5,527","3","Q2","0.91","45.65"%,
"GENOMICS","GENOMICS","ACADEMIC PRESS INC ELSEVIER SCIENCE","0888-7543","1089-8646","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","11,947","3","Q2","0.88","99.84"%,
"JOURNAL OF APPLIED PHYCOLOGY","J APPL PHYCOL","SPRINGER","0921-8971","1573-5176","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,657","3","Q2","0.87","25.93"%,
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","TAYLOR & FRANCIS LTD","0265-6736","1464-5157","ONCOLOGY","SCIE","6,446","3","Q2","0.81","99.51"%,
"Pain Research & Management","PAIN RES MANAG","WILEY","1203-6765","1918-1523","CLINICAL NEUROLOGY","SCIE","3,504","3","Q2","0.72","100"%,
"ENGINEERING IN LIFE SCIENCES","ENG LIFE SCI","WILEY","1618-0240","1618-2863","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,177","3","Q2","0.68","85.45"%,
"Frontiers in Neural Circuits","FRONT NEURAL CIRCUIT","FRONTIERS MEDIA SA","N/A","1662-5110","NEUROSCIENCES","SCIE","4,581","3","Q2","0.67","99.63"%,
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","SPRINGER","0167-6806","1573-7217","ONCOLOGY","SCIE","21,736","3","Q2","0.66","39.09"%,
"CLINICAL ONCOLOGY","CLIN ONCOL-UK","ELSEVIER SCIENCE LONDON","0936-6555","1433-2981","ONCOLOGY","SCIE","4,662","3","Q2","0.66","20.89"%,
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","SPRINGER JAPAN KK","1433-7398","1861-387X","CLINICAL NEUROLOGY","SCIE","849","3","Q2","0.65","19.67"%,
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","SPRINGER JAPAN KK","1433-7398","1861-387X","ONCOLOGY","SCIE","849","3","Q2","0.65","19.67"%,
"CNS & Neurological Disorders-Drug Targets","CNS NEUROL DISORD-DR","BENTHAM SCIENCE PUBL","1871-5273","1996-3181","NEUROSCIENCES","SCIE","3,821","3","Q2","0.63","1.48"%,
"MOLECULAR AND CELLULAR PROBES","MOL CELL PROBE","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0890-8508","1096-1194","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","2,389","3","Q2","0.61","71.07"%,
"BIOTECHNOLOGY AND BIOPROCESS ENGINEERING","BIOTECHNOL BIOPROC E","KOREAN SOC BIOTECHNOLOGY & BIOENGINEERING","1226-8372","1976-3816","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,241","3","Q2","0.6","3.69"%,
"Anti-Cancer Agents in Medicinal Chemistry","ANTI-CANCER AGENT ME","BENTHAM SCIENCE PUBL LTD","1871-5206","1875-5992","ONCOLOGY","SCIE","6,048","3","Q2","0.59","2.9"%,
"Brain Structure & Function","BRAIN STRUCT FUNCT","SPRINGER HEIDELBERG","1863-2653","1863-2661","NEUROSCIENCES","SCIE","8,084","2.9","Q2","1.16","49.3"%,
"EJSO","EJSO-EUR J SURG ONC","ELSEVIER SCI LTD","0748-7983","1532-2157","ONCOLOGY","SCIE","13,252","2.9","Q2","1.13","19.83"%,
"Journal of Clinical Sleep Medicine","J CLIN SLEEP MED","AMER ACAD SLEEP MEDICINE","1550-9389","1550-9397","CLINICAL NEUROLOGY","SCIE","11,988","2.9","Q2","1.09","1.69"%,
"Multiple Sclerosis and Related Disorders","MULT SCLER RELAT DIS","ELSEVIER SCI LTD","2211-0348","2211-0356","CLINICAL NEUROLOGY","SCIE","9,992","2.9","Q2","0.88","18.04"%,
"Breast Cancer","BREAST CANCER-TOKYO","SPRINGER JAPAN KK","1340-6868","1880-4233","ONCOLOGY","SCIE","3,594","2.9","Q2","0.86","37.07"%,
"CEREBRAL CORTEX","CEREB CORTEX","OXFORD UNIV PRESS INC","1047-3211","1460-2199","NEUROSCIENCES","SCIE","31,401","2.9","Q2","0.85","20.32"%,
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","WILEY","1350-1925","1365-2982","CLINICAL NEUROLOGY","SCIE","10,006","2.9","Q2","0.85","43.01"%,
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","WILEY","1350-1925","1365-2982","NEUROSCIENCES","SCIE","10,006","2.9","Q2","0.85","43.01"%,
"Molecular Brain","MOL BRAIN","BMC","N/A","1756-6606","NEUROSCIENCES","SCIE","4,491","2.9","Q2","0.84","100"%,
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","SPRINGER","0896-0267","1573-6792","CLINICAL NEUROLOGY","SCIE","3,359","2.9","Q2","0.83","44.86"%,
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","SPRINGER","0896-0267","1573-6792","NEUROSCIENCES","SCIE","3,359","2.9","Q2","0.83","44.86"%,
"Epilepsia Open","EPILEPSIA OPEN","WILEY","N/A","2470-9239","CLINICAL NEUROLOGY","SCIE","2,158","2.9","Q2","0.81","96.67"%,
"Epilepsia Open","EPILEPSIA OPEN","WILEY","N/A","2470-9239","NEUROSCIENCES","SCIE","2,158","2.9","Q2","0.81","96.67"%,
"NEUROLOGIC CLINICS","NEUROL CLIN","W B SAUNDERS CO-ELSEVIER INC","0733-8619","1557-9875","CLINICAL NEUROLOGY","SCIE","3,406","2.9","Q2","0.81","1.28"%,
"NEUROLOGIC CLINICS","NEUROL CLIN","W B SAUNDERS CO-ELSEVIER INC","0733-8619","1557-9875","NEUROSCIENCES","SCIE","3,406","2.9","Q2","0.81","1.28"%,
"CARCINOGENESIS","CARCINOGENESIS","OXFORD UNIV PRESS","0143-3334","1460-2180","ONCOLOGY","SCIE","14,651","2.9","Q2","0.8","10.61"%,
"Journal of Cancer Survivorship","J CANCER SURVIV","SPRINGER","1932-2259","1932-2267","ONCOLOGY","SCIE","5,494","2.9","Q2","0.79","39.66"%,
"Neuropsychiatric Disease and Treatment","NEUROPSYCH DIS TREAT","DOVE MEDICAL PRESS LTD","N/A","1178-2021","CLINICAL NEUROLOGY","SCIE","10,997","2.9","Q2","0.76","99.57"%,
"Frontiers in Behavioral Neuroscience","FRONT BEHAV NEUROSCI","FRONTIERS MEDIA SA","1662-5153","N/A","NEUROSCIENCES","SCIE","11,221","2.9","Q2","0.74","99.89"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","J NEUROPSYCH CLIN N","AMER PSYCHIATRIC PUBLISHING, INC","0895-0172","1545-7222","CLINICAL NEUROLOGY","SCIE","3,754","2.9","Q2","0.74","2.8"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","J NEUROPSYCH CLIN N","AMER PSYCHIATRIC PUBLISHING, INC","0895-0172","1545-7222","NEUROSCIENCES","SCIE","3,754","2.9","Q2","0.74","2.8"%,
"American Journal of Cancer Research","AM J CANCER RES","E-CENTURY PUBLISHING CORP","2156-6976","2156-6976","ONCOLOGY","SCIE","10,609","2.9","Q2","0.7","0.09"%,
"Frontiers in Integrative Neuroscience","FRONT INTEGR NEUROSC","FRONTIERS MEDIA SA","1662-5145","1662-5145","NEUROSCIENCES","SCIE","3,167","2.9","Q2","0.68","100"%,
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","LIPPINCOTT WILLIAMS & WILKINS","1524-9557","1537-4513","ONCOLOGY","SCIE","3,215","2.9","Q2","0.67","26.76"%,
"STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS","STRESS","TAYLOR & FRANCIS LTD","1025-3890","1607-8888","NEUROSCIENCES","SCIE","3,386","2.9","Q2","0.67","100"%,
"Discover Oncology","DISCOV ONCOL","SPRINGER","N/A","2730-6011","ONCOLOGY","SCIE","1,590","2.9","Q2","0.65","99.84"%,
"JOURNAL OF BIOSCIENCE AND BIOENGINEERING","J BIOSCI BIOENG","SOC BIOSCIENCE BIOENGINEERING JAPAN","1389-1723","1347-4421","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,959","2.9","Q2","0.6","0"%,
"3 Biotech","3 BIOTECH","SPRINGER HEIDELBERG","2190-572X","2190-5738","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","12,413","2.9","Q2","0.59","5.59"%,
"Biofuels Bioproducts & Biorefining-Biofpr","BIOFUEL BIOPROD BIOR","WILEY","1932-104X","1932-1031","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,685","2.9","Q2","0.49","25.83"%,
"PSYCHOPHYSIOLOGY","PSYCHOPHYSIOLOGY","WILEY","0048-5772","1469-8986","NEUROSCIENCES","SCIE","15,783","2.8","Q3","0.95","49.55"%,
"MARINE BIOTECHNOLOGY","MAR BIOTECHNOL","SPRINGER","1436-2228","1436-2236","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,660","2.8","Q3","0.81","9.15"%,
"NEUROENDOCRINOLOGY","NEUROENDOCRINOLOGY","KARGER","0028-3835","1423-0194","NEUROSCIENCES","SCIE","5,123","2.8","Q3","0.81","13.42"%,
"Molecular Pain","MOL PAIN","SAGE PUBLICATIONS INC","N/A","1744-8069","NEUROSCIENCES","SCIE","3,784","2.8","Q3","0.77","100"%,
"NEUROTOXICOLOGY AND TERATOLOGY","NEUROTOXICOL TERATOL","PERGAMON-ELSEVIER SCIENCE LTD","0892-0362","1872-9738","NEUROSCIENCES","SCIE","3,239","2.8","Q3","0.74","11.81"%,
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","AMYOTROPH LAT SCL FR","TAYLOR & FRANCIS LTD","2167-8421","2167-9223","CLINICAL NEUROLOGY","SCIE","4,519","2.8","Q2","0.73","37.45"%,
"NEUROSCIENCE","NEUROSCIENCE","PERGAMON-ELSEVIER SCIENCE LTD","0306-4522","1873-7544","NEUROSCIENCES","SCIE","37,308","2.8","Q3","0.73","17.42"%,
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","W B SAUNDERS CO LTD","1059-1311","1532-2688","CLINICAL NEUROLOGY","SCIE","8,694","2.8","Q2","0.73","19.26"%,
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","W B SAUNDERS CO LTD","1059-1311","1532-2688","NEUROSCIENCES","SCIE","8,694","2.8","Q3","0.73","19.26"%,
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","WILEY","1045-2257","1098-2264","ONCOLOGY","SCIE","4,708","2.8","Q2","0.72","38.74"%,
"Frontiers in Neurology","FRONT NEUROL","FRONTIERS MEDIA SA","1664-2295","1664-2295","CLINICAL NEUROLOGY","SCIE","46,580","2.8","Q2","0.71","99.9"%,
"Frontiers in Neurology","FRONT NEUROL","FRONTIERS MEDIA SA","1664-2295","1664-2295","NEUROSCIENCES","SCIE","46,580","2.8","Q3","0.71","99.9"%,
"Brain Sciences","BRAIN SCI","MDPI","N/A","2076-3425","NEUROSCIENCES","SCIE","22,235","2.8","Q3","0.7","100"%,
"NEUROMUSCULAR DISORDERS","NEUROMUSCULAR DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0960-8966","1873-2364","CLINICAL NEUROLOGY","SCIE","6,305","2.8","Q2","0.67","24.93"%,
"NEUROMUSCULAR DISORDERS","NEUROMUSCULAR DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0960-8966","1873-2364","NEUROSCIENCES","SCIE","6,305","2.8","Q3","0.67","24.93"%,
"INTEGRATIVE CANCER THERAPIES","INTEGR CANCER THER","SAGE PUBLICATIONS INC","1534-7354","1552-695X","ONCOLOGY","SCIE","3,532","2.8","Q2","0.62","98.58"%,
"Journal of Movement Disorders","J MOV DISORD","KOREAN MOVEMENT DISORDERS SOC","2005-940X","2093-4939","CLINICAL NEUROLOGY","SCIE","889","2.8","Q2","0.62","100"%,
"Infectious Agents and Cancer","INFECT AGENTS CANCER","BMC","1750-9378","1750-9378","ONCOLOGY","SCIE","1,899","2.8","Q2","0.61","100"%,
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","SPRINGER","0171-5216","1432-1335","ONCOLOGY","SCIE","13,878","2.8","Q2","0.61","50.59"%,
"Frontiers in Neurorobotics","FRONT NEUROROBOTICS","FRONTIERS MEDIA SA","1662-5218","1662-5218","NEUROSCIENCES","SCIE","4,063","2.8","Q3","0.6","100"%,
"International Journal of Clinical Oncology","INT J CLIN ONCOL","SPRINGER JAPAN KK","1341-9625","1437-7772","ONCOLOGY","SCIE","5,493","2.8","Q2","0.58","25.09"%,
"OncoTargets and Therapy","ONCOTARGETS THER","DOVE MEDICAL PRESS LTD","1178-6930","1178-6930","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,107","2.8","Q3","0.56","99.65"%,
"OncoTargets and Therapy","ONCOTARGETS THER","DOVE MEDICAL PRESS LTD","1178-6930","1178-6930","ONCOLOGY","SCIE","14,107","2.8","Q2","0.56","99.65"%,
"TECHNOLOGY IN CANCER RESEARCH & TREATMENT","TECHNOL CANCER RES T","SAGE PUBLICATIONS INC","1533-0346","1533-0338","ONCOLOGY","SCIE","5,108","2.8","Q2","0.55","98.75"%,
"JOURNAL OF FOOD PROTECTION","J FOOD PROTECT","ELSEVIER","0362-028X","1944-9097","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","13,350","2.8","Q3","0.54","83.47"%,
"Expert Review of Anticancer Therapy","EXPERT REV ANTICANC","TAYLOR & FRANCIS LTD","1473-7140","1744-8328","ONCOLOGY","SCIE","4,123","2.8","Q2","0.51","6.6"%,
"CLINICAL NEUROPSYCHOLOGIST","CLIN NEUROPSYCHOL","TAYLOR & FRANCIS INC","1385-4046","1744-4144","CLINICAL NEUROLOGY","SCIE","4,880","2.7","Q2","1.01","11.37"%,
"European Journal of Oncology Nursing","EUR J ONCOL NURS","ELSEVIER SCI LTD","1462-3889","1532-2122","ONCOLOGY","SCIE","4,629","2.7","Q3","1","21.26"%,
"EUROPEAN SPINE JOURNAL","EUR SPINE J","SPRINGER","0940-6719","1432-0932","CLINICAL NEUROLOGY","SCIE","20,912","2.7","Q2","0.96","26.61"%,
"Clinical Genitourinary Cancer","CLIN GENITOURIN CANC","CIG MEDIA GROUP, LP","1558-7673","1938-0682","ONCOLOGY","SCIE","3,775","2.7","Q3","0.87","12.8"%,
"COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE","COGN AFFECT BEHAV NE","SPRINGER","1530-7026","1531-135X","NEUROSCIENCES","SCIE","4,902","2.7","Q3","0.8","47.08"%,
"Pain Practice","PAIN PRACT","WILEY","1530-7085","1533-2500","CLINICAL NEUROLOGY","SCIE","3,520","2.7","Q2","0.79","29.76"%,
"Brain and Behavior","BRAIN BEHAV","WILEY","2162-3279","2162-3279","NEUROSCIENCES","SCIE","8,695","2.7","Q3","0.78","95.24"%,
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","SPRINGER","0167-6997","1573-0646","ONCOLOGY","SCIE","5,612","2.7","Q3","0.76","34.2"%,
"American Journal of Alzheimers Disease and Other Dementias","AM J ALZHEIMERS DIS","SAGE PUBLICATIONS INC","1533-3175","1938-2731","CLINICAL NEUROLOGY","SCIE","2,702","2.7","Q2","0.73","98.92"%,
"Frontiers in Human Neuroscience","FRONT HUM NEUROSCI","FRONTIERS MEDIA SA","1662-5161","1662-5161","NEUROSCIENCES","SCIE","29,274","2.7","Q3","0.73","99.62"%,
"Clinical and Translational Radiation Oncology","CLIN TRANSL RAD ONCO","ELSEVIER IRELAND LTD","N/A","2405-6308","ONCOLOGY","SCIE","2,244","2.7","Q3","0.71","94.81"%,
"SLAS Discovery","SLAS DISCOV","ELSEVIER SCIENCE INC","2472-5552","2472-5560","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,775","2.7","Q3","0.71","99.43"%,
"ACTA NEUROLOGICA SCANDINAVICA","ACTA NEUROL SCAND","WILEY","0001-6314","1600-0404","CLINICAL NEUROLOGY","SCIE","7,148","2.7","Q2","0.7","62"%,
"Analytical Cellular Pathology","ANAL CELL PATHOL","WILEY","2210-7177","2210-7185","ONCOLOGY","SCIE","1,273","2.7","Q3","0.7","100"%,
"eNeuro","ENEURO","SOC NEUROSCIENCE","N/A","2373-2822","NEUROSCIENCES","SCIE","7,334","2.7","Q3","0.68","99.21"%,
"HIPPOCAMPUS","HIPPOCAMPUS","WILEY","1050-9631","1098-1063","NEUROSCIENCES","SCIE","7,355","2.7","Q3","0.68","44.44"%,
"JOURNAL OF MOLECULAR NEUROSCIENCE","J MOL NEUROSCI","SPRINGERNATURE","0895-8696","1559-1166","NEUROSCIENCES","SCIE","6,428","2.7","Q3","0.68","20"%,
"Movement Disorders Clinical Practice","MOV DISORD CLIN PRAC","WILEY","2330-1619","2330-1619","CLINICAL NEUROLOGY","SCIE","3,232","2.7","Q2","0.68","40.91"%,
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","W B SAUNDERS CO-ELSEVIER INC","0889-8588","1558-1977","ONCOLOGY","SCIE","3,379","2.7","Q3","0.67","1.27"%,
"MAMMALIAN GENOME","MAMM GENOME","SPRINGER","0938-8990","1432-1777","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","2,522","2.7","Q3","0.67","31.08"%,
"EPILEPTIC DISORDERS","EPILEPTIC DISORD","WILEY","1294-9361","1950-6945","CLINICAL NEUROLOGY","SCIE","2,475","2.7","Q2","0.66","29.3"%,
"Clinical Psychopharmacology and Neuroscience","CLIN PSYCHOPHARM NEU","KOREAN COLL NEUROPSYCHOPHARMACOLOGY","1738-1088","2093-4327","NEUROSCIENCES","SCIE","1,781","2.7","Q3","0.65","99.57"%,
"Journal of Geriatric Oncology","J GERIATR ONCOL","ELSEVIER","1879-4068","1879-4076","ONCOLOGY","SCIE","3,401","2.7","Q3","0.65","16.09"%,
"Neuropeptides","NEUROPEPTIDES","ELSEVIER","0143-4179","1532-2785","NEUROSCIENCES","SCIE","2,326","2.7","Q3","0.64","16.78"%,
"Journal of Integrative Neuroscience","J INTEGR NEUROSCI","IMR PRESS","0219-6352","1757-448X","NEUROSCIENCES","SCIE","1,739","2.7","Q3","0.61","99.81"%,
"JOURNAL OF ANTIBIOTICS","J ANTIBIOT","SPRINGERNATURE","0021-8820","1881-1469","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,940","2.7","Q3","0.6","10.7"%,
"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY","BIOTECHNOL APPL BIOC","WILEY","0885-4513","1470-8744","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,491","2.7","Q3","0.58","4.91"%,
"FEMS YEAST RESEARCH","FEMS YEAST RES","OXFORD UNIV PRESS","1567-1356","1567-1364","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,496","2.7","Q3","0.53","52.63"%,
"Clinical Lymphoma Myeloma & Leukemia","CL LYMPH MYELOM LEUK","CIG MEDIA GROUP, LP","2152-2650","2152-2669","ONCOLOGY","SCIE","4,175","2.7","Q3","0.49","20.36"%,
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","ELSEVIER","0167-8760","1872-7697","NEUROSCIENCES","SCIE","9,774","2.6","Q3","0.84","22.87"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","CAMBRIDGE UNIV PRESS","1355-6177","1469-7661","CLINICAL NEUROLOGY","SCIE","7,283","2.6","Q2","0.81","57.61"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","CAMBRIDGE UNIV PRESS","1355-6177","1469-7661","NEUROSCIENCES","SCIE","7,283","2.6","Q3","0.81","57.61"%,
"Clinical Neuroradiology","CLIN NEURORADIOL","SPRINGER HEIDELBERG","1869-1439","1869-1447","CLINICAL NEUROLOGY","SCIE","2,074","2.6","Q2","0.79","50.74"%,
"Neurologia i Neurochirurgia Polska","NEUROL NEUROCHIR POL","VIA MEDICA","0028-3843","1897-4260","CLINICAL NEUROLOGY","SCIE","1,454","2.6","Q2","0.79","12.57"%,
"BRAIN RESEARCH","BRAIN RES","ELSEVIER","0006-8993","1872-6240","NEUROSCIENCES","SCIE","39,904","2.6","Q3","0.72","15.56"%,
"NEURORADIOLOGY","NEURORADIOLOGY","SPRINGER","0028-3940","1432-1920","CLINICAL NEUROLOGY","SCIE","6,850","2.6","Q2","0.72","29.37"%,
"NEURORADIOLOGY","NEURORADIOLOGY","SPRINGER","0028-3940","1432-1920","NEUROIMAGING","SCIE","6,850","2.6","Q2","0.72","29.37"%,
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","WILEY","1755-1471","1755-148X","ONCOLOGY","SCIE","4,833","2.6","Q3","0.7","41.84"%,
"Cancer Genomics & Proteomics","CANCER GENOM PROTEOM","INT INST ANTICANCER RESEARCH","1109-6535","1790-6245","ONCOLOGY","SCIE","1,573","2.6","Q3","0.68","99.46"%,
"Photodiagnosis and Photodynamic Therapy","PHOTODIAGN PHOTODYN","ELSEVIER","1572-1000","1873-1597","ONCOLOGY","SCIE","9,810","2.6","Q3","0.66","33.28"%,
"Cancer Prevention Research","CANCER PREV RES","AMER ASSOC CANCER RESEARCH","1940-6207","1940-6215","ONCOLOGY","SCIE","4,759","2.6","Q3","0.64","15.08"%,
"Neurodegenerative Diseases","NEURODEGENER DIS","KARGER","1660-2854","1660-2862","CLINICAL NEUROLOGY","SCIE","1,489","2.6","Q2","0.62","19.05"%,
"Neurodegenerative Diseases","NEURODEGENER DIS","KARGER","1660-2854","1660-2862","NEUROSCIENCES","SCIE","1,489","2.6","Q3","0.62","19.05"%,
"Future Oncology","FUTURE ONCOL","TAYLOR & FRANCIS LTD","1479-6694","1744-8301","ONCOLOGY","SCIE","7,830","2.6","Q3","0.57","40.39"%,
"YEAST","YEAST","WILEY","0749-503X","1097-0061","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,815","2.6","Q3","0.55","36.44"%,
"Cancer Control","CANCER CONTROL","SAGE PUBLICATIONS INC","1073-2748","1526-2359","ONCOLOGY","SCIE","3,048","2.6","Q3","0.54","98.24"%,
"Journal of Tissue Engineering and Regenerative Medicine","J TISSUE ENG REGEN M","WILEY","1932-6254","1932-7005","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,486","2.6","Q3","0.54","60.16"%,
"Cancer Management and Research","CANCER MANAG RES","DOVE MEDICAL PRESS LTD","1179-1322","1179-1322","ONCOLOGY","SCIE","11,206","2.6","Q3","0.52","99.82"%,
"Forensic Science International","FORENSIC SCI INT","ELSEVIER IRELAND LTD","0379-0738","1872-6283","MEDICINE, LEGAL","SCIE","15,438","2.5","Q1","1.17","31.36"%,
"HEARING RESEARCH","HEARING RES","ELSEVIER","0378-5955","1878-5891","NEUROSCIENCES","SCIE","10,017","2.5","Q3","1.15","32"%,
"CANCER NURSING","CANCER NURS","LIPPINCOTT WILLIAMS & WILKINS","0162-220X","1538-9804","ONCOLOGY","SCIE","4,739","2.5","Q3","0.94","5.33"%,
"World Journal of Surgical Oncology","WORLD J SURG ONCOL","BMC","N/A","1477-7819","ONCOLOGY","SCIE","9,000","2.5","Q3","0.93","100"%,
"Pain Physician","PAIN PHYSICIAN","AM SOC INTERVENTIONAL PAIN PHYSICIANS","1533-3159","N/A","CLINICAL NEUROLOGY","SCIE","5,770","2.5","Q2","0.9","1.49"%,
"Neural Development","NEURAL DEV","BMC","N/A","1749-8104","NEUROSCIENCES","SCIE","899","2.5","Q3","0.84","100"%,
"NEUROSURGICAL REVIEW","NEUROSURG REV","SPRINGER","0344-5607","1437-2320","CLINICAL NEUROLOGY","SCIE","6,245","2.5","Q2","0.84","23.45"%,
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","PHARMACOL BIOCHEM BE","PERGAMON-ELSEVIER SCIENCE LTD","0091-3057","1873-5177","NEUROSCIENCES","SCIE","9,945","2.5","Q3","0.83","13.11"%,
"Brain Connectivity","BRAIN CONNECT","MARY ANN LIEBERT, INC","2158-0014","2158-0022","NEUROSCIENCES","SCIE","2,889","2.5","Q3","0.79","3.57"%,
"Frontiers in Neuroinformatics","FRONT NEUROINFORM","FRONTIERS MEDIA SA","N/A","1662-5196","NEUROSCIENCES","SCIE","4,508","2.5","Q3","0.7","100"%,
"Journal of Pain Research","J PAIN RES","DOVE MEDICAL PRESS LTD","1178-7090","1178-7090","CLINICAL NEUROLOGY","SCIE","8,181","2.5","Q2","0.7","99.49"%,
"JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY","J GERIATR PSYCH NEUR","SAGE PUBLICATIONS INC","0891-9887","1552-5708","CLINICAL NEUROLOGY","SCIE","2,450","2.5","Q2","0.69","22.4"%,
